Sample,TL.Cq,GAP.Cq,TL.Eff,GAP.eff,Plate,Tarsus,GO,Area/Reserve,State,Lat,Location,TS,Age,Sex,Year,Month,Day,Elevation,abundance,bio13_Hdiff,bio15_Hdiff,bio18_Hdiff,bio13_Fdiff,bio15_Fdiff,bio18_Fdiff
20N01345,19.88,29.48,1.97,1.98,20,,0.00388,Fort Custer Training Center,MI,42.296944,30,3.111744479,SY,F,2020,6,25,276,3.15,3.44,-0.882027692,5.166666667,0.518333333,-1.33269231,-6.333333367
20N01346,19.68,28.17,1.97,1.98,20,,0.00388,Fort Custer Training Center,MI,42.296944,30,1.506410096,ASY,F,2020,6,25,276,3.15,3.44,-0.882027692,5.166666667,0.518333333,-1.33269231,-6.333333367
20N01367,20.28,28.28,1.97,1.98,20,,0.00388,Fort Custer Training Center,MI,42.296944,30,1.010000896,ASY,M,2020,7,31,276,3.15,3.44,-0.882027692,5.166666667,0.518333333,-1.33269231,-6.333333367
20N01371,21.79,30.64,1.97,1.98,20,,0.00572,Sand Island West,PA,40.61515,34,1.996550578,ASY,F,2020,5,18,146,0.502,8,0.487117692,18.125,2.5,-0.438141023,2.791666667
20N01372,23.55,31.16,1.97,1.98,20,,0.00572,Sand Island West,PA,40.615131,35,0.785660404,SY,M,2020,5,18,146,0.502,8,0.487117692,18.125,2.5,-0.438141023,2.791666667
20N01373,23.07,31.86,1.97,1.98,20,,0.00572,Sand Island West,PA,40.615591,35,1.745700216,ASY,M,2020,5,18,146,0.502,8,0.487117692,18.125,2.5,-0.438141023,2.791666667
20N01207,20.72,29.55,1.96,1.96,21,21,0.01004,Loudy-Simpson Park,CO,40.994,22,0.723538708,ASY,F,2020,7,20,1996,-2.23,3.2,1.152615385,2.791666667,1.675,0.882051287,0.666666633
20N01444,19.96,29.13,1.96,1.96,21,,0.00501,"Orefield, PA",PA,40.649961,32,0.913095145,SY,M,2020,6,7,164,0.502,7.16,0.351775385,17.79166667,1.59,-0.53461538,2.7083333
20N0152,18.88,28.76,1.96,1.96,21,20.5,0.00475,"Cheyenne Bottoms Wildlife Area, KS",KS,38.449837,24,1.577735487,SY,M,2021,5,26,560,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
20N0153,18.43,29.02,1.96,1.96,21,20.6,0.00475,"Cheyenne Bottoms Wildlife Area, KS",KS,38.449837,24,2.247307504,SY,M,2021,5,26,560,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0165,19.87,30.42,1.96,1.96,21,20.6,0.00478,"Weldon Springs Conservation Area, MO",MO,38.661125,28,2.327466192,SY,M,2021,6,1,154,4.06,4.8,0.766986154,5.375,0.45,-0.058012817,-6.958333333
21N0166,19.64,29.96,1.96,1.96,21,19.7,0.00478,"Weldon Springs Conservation Area, MO",MO,38.661125,28,1.875993917,SY,F,2021,6,1,154,4.06,4.8,0.766986154,5.375,0.45,-0.058012817,-6.958333333
21N0169,20.52,31.09,1.96,1.96,21,,0.00478,"Weldon Springs Conservation Area, MO",MO,38.661125,28,2.344496314,ASY,M,2021,6,1,154,4.06,4.8,0.766986154,5.375,0.45,-0.058012817,-6.958333333
21N0170,20,30.49,1.96,1.96,21,19.3,0.00478,"Weldon Springs Conservation Area, MO",MO,38.661125,28,2.222600445,ASY,M,2021,6,2,154,4.06,4.8,0.766986154,5.375,0.45,-0.058012817,-6.958333333
21N0172,19.96,30.37,1.96,1.96,21,20,0.00478,"Weldon Springs Conservation Area, MO",MO,38.661125,28,2.00878262,SY,M,2021,6,2,154,4.06,4.8,0.766986154,5.375,0.45,-0.058012817,-6.958333333
21N0174,19.07,29.96,1.96,1.96,21,20,0.0078,"Current River State Park, MO",MO,37.321596,27,2.800175674,ASY,M,2021,6,3,278,2.59,6.32,1.103473077,8.416666667,2.138333333,0.581410253,-6.125000033
21N0175,18.5,29.32,1.96,1.96,21,19.4,0.0078,"Current River State Park, MO",MO,37.321596,27,2.753243873,ASY,M,2021,6,3,278,2.59,6.32,1.103473077,8.416666667,2.138333333,0.581410253,-6.125000033
21N0176,19.48,29.58,1.96,1.96,21,20.5,0.0078,"Current River State Park, MO",MO,37.321596,27,1.700994431,ASY,M,2021,6,3,278,2.59,6.32,1.103473077,8.416666667,2.138333333,0.581410253,-6.125000033
21N0177,19.69,29.73,1.96,1.96,21,20.1,0.0078,"Current River State Park, MO",MO,37.321596,27,1.639524335,ASY,F,2021,6,3,278,2.59,6.32,1.103473077,8.416666667,2.138333333,0.581410253,-6.125000033
21N0179,19.85,30.68,1.96,1.96,21,20.6,0.0078,"Echo Bluffs State Park, MO",MO,37.309509,27,2.70013591,SY,M,2021,6,3,275,2.59,6.32,1.103473077,8.416666667,2.138333333,0.581410253,-6.125000033
21N0180,20.62,30.75,1.96,1.96,21,20.6,0.0078,"Echo Bluffs State Park, MO",MO,37.309509,27,1.623543271,ASY,M,2021,6,3,275,2.59,6.32,1.103473077,8.416666667,2.138333333,0.581410253,-6.125000033
21N0200,21.07,31.1,1.96,1.96,21,21.6,0.00475,"Merrit State Recreation Area, NE",NE,42.60355,24,2.062540928,SY,M,2021,6,12,913,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0156,20.59,30.3,1.95,1.97,22,20.1,0.00406,"Eagle Bluffs Conservation Area, MO",KS,38.84483,26,1.444698335,ASY,M,2021,5,29,183,3.34,5.44,-0.067186154,1.875,1.643333333,-0.575320517,-11.125
21N0157,21,31.2,1.95,1.97,22,20.3,0.00406,"Eagle Bluffs Conservation Area, MO",KS,38.84483,26,2.033804369,ASY,M,2021,5,30,183,3.34,5.44,-0.067186154,1.875,1.643333333,-0.575320517,-11.125
21N0159,19.44,29.51,1.95,1.97,22,20.7,0.00406,"Eagle Bluffs Conservation Area, MO",KS,38.84483,26,1.860862632,ASY,M,2021,5,30,183,3.34,5.44,-0.067186154,1.875,1.643333333,-0.575320517,-11.125
21N0160,19.25,29.52,1.95,1.97,22,19.4,0.00406,"Eagle Bluffs Conservation Area, MO",KS,38.84483,26,2.08710306,ASY,M,2021,5,31,183,3.34,5.44,-0.067186154,1.875,1.643333333,-0.575320517,-11.125
21N0163,20.15,30.92,1.95,1.97,22,21.2,0.00406,"Eagle Bluffs Conservation Area, MO",KS,38.84483,26,3.172740467,ASY,F,2021,5,31,183,3.34,5.44,-0.067186154,1.875,1.643333333,-0.575320517,-11.125
21N0164,20.4,30.82,1.95,1.97,22,19.9,0.00406,"Eagle Bluffs Conservation Area, MO",KS,38.84483,26,2.43842181,ASY,M,2021,5,31,183,3.34,5.44,-0.067186154,1.875,1.643333333,-0.575320517,-11.125
21N0173,19.75,30.18,1.95,1.97,22,20.4,0.00478,"Weldon Springs Conservation Area, MO",MO,38.661125,28,2.347778034,ASY,M,2021,6,2,154,4.06,4.8,0.766986154,5.375,0.45,-0.058012817,-6.958333333
21N0202,21.84,31.7,1.95,1.97,22,20.6,0.00475,"Merrit State Recreation Area, NE",NE,42.60355,24,1.639165602,ASY,F,2021,6,12,913,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0204,20.8,30.73,1.95,1.97,22,21.1,0.00475,"Merrit State Recreation Area, NE",NE,42.60355,24,1.592214662,ASY,M,2021,6,14,913,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0207,20.16,30.17,1.95,1.97,22,20.7,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,1.776874874,ASY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0208,21.93,31.7,1.95,1.97,22,22.3,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,1.532955464,SY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0209,18.73,28.72,1.95,1.97,22,21.2,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,1.796901196,ASY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0210,20.6,30.9,1.95,1.97,22,21.7,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,2.050743158,ASY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0211,20.35,31.06,1.95,1.97,22,20.2,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,2.868048527,ASY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0212,20.74,30.8,1.95,1.97,22,20.9,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,1.846597043,ASY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0213,20.09,30.03,1.95,1.97,22,20.8,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,1.680866712,SY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
21N0214,20.87,30.81,1.95,1.97,22,20.8,0.00475,"Sandy Channel State Recreation Area, NE",NE,40.672066,24,1.699093573,ASY,M,2021,6,14,691,0.88,5.28,-0.442951538,0.375,-0.488333333,-2.107371793,-11.58333333
